title,description,event_type,actor,recipient,actor_id,recipient_id,location,iso3,latitude,longitude,num_sources,date_publish,source_domain,url
Should Israel strike Iran before Trump takes office?,Security experts debate the strategy and timing to halt Iran's nuclear ambitions,CONCEDE,Iran,,Q794,,Iran,IRN,35.69439,51.42151,1,2024-12-05 08:26:30,['www.ynetnews.com'],['https://www.ynetnews.com/article/bkcymkyv1g']
How a stowaway avoided checks on a flight from New York to Paris,"On one of the busiest days of the year at New York's John F. Kennedy International Airport, security lapses...",COERCE,New York,,Q22654,,,,,,1,2024-12-05 08:13:53,['www.9news.com.au'],['https://www.9news.com.au/world/not-much-went-right-how-a-stowaway-avoided-identity-and-boarding-pass-checks-on-a-flight-from-new-york-to-paris/4366c376-064f-4716-816f-c17dc0c25ab4']
‘Name what things are’: Recognizing ‘femicide’ 35 years after the Montreal Massacre,"On Dec. 6, 1989, a man motivated by a hatred of feminists shot and killed 14 women and injured 13 other people at the Montreal engineering school.",ASSAULT,Montreal,Montreal,Q340,Q340,Montreal,,,,1,2024-12-05 08:09:13,['globalnews.ca'],['https://globalnews.ca/news/10903029/name-what-things-are-recognizing-femicide-35-years-after-the-montreal-massacre/']
"Chinese hackers breached 8 US telecoms providers, White House says",The White House also has established a unified coordination group that is involved. Read more at straitstimes.com.,COERCE,Chinese,US,,Q30,US,,,,1,2024-12-05 07:25:00,['www.straitstimes.com'],['https://www.straitstimes.com/world/united-states/chinese-hackers-breached-8-us-telecom-providers-white-house-says']
Foreign Ministry warns Israelis: Don't travel to South Korea,The warning follows South Korean President Yoon Suk Yeol's declaration of martial law,CONCEDE,South Korean,,,,South Korea,KOR,37.566,126.9784,1,2024-12-05 06:42:57,['www.ynetnews.com'],['https://www.ynetnews.com/article/rkx2fp0qyl']
How will North Korea react to the political crisis in South Korea?,"News of an unfolding political crisis in South Korea dominated global headlines. But just over the border, North Koreans are kept in the dark. How will the hermit kingdom's leaders respond?",CONCEDE,South Korea,,Q884,,South Korea,KOR,37.566,126.9784,1,2024-12-05 05:08:56,['www.abc.net.au'],['https://www.abc.net.au/news/2024-12-05/north-korea-reaction-to-south-korea-political-crisis/104688676']
"Philippines police say Elliot Eastman, American YouTuber shot during kidnapping, likely died of gunshot wounds","Philippine police say Elliot Eastman, American YouTuber kidnapped in October, likely died of gunshots sustained during his abduction in Zamboanga del Norte province.",ASSAULT,Zamboanga del Norte,,Q13899,,Elliot Eastman,,,,1,2024-12-05 04:51:59,['www.cbsnews.com'],['https://www.cbsnews.com/news/elliot-eastman-philippines-youtuber-shot-during-kidnapping-likely-dead/']
Stowaway who flew from New York to Paris returns to NYC to face charges,The woman accused of sneaking onto a Delta Air Lines flight from New York City to Paris last week returned to New York City's John F. Kennedy International Airport Wednesday to face charges.,SANCTION,Stowaway,,,,Paris,FRA,48.85341,2.3488,1,2024-12-05 04:42:02,['www.aol.com'],['https://www.aol.com/stowaway-flew-york-paris-returning-211651701.html']
Ukraine: Flawed Legislation on Collaboration,Ukraine’s anti-collaboration legislation allows for and has enabled the criminal prosecution of Ukrainian civilians for legitimate civilian activities under Russian occupation.,COERCE,Ukraine,Ukrainian,Q212,Q397251,Ukrainian,,,,1,2024-12-05 04:00:01,['www.hrw.org'],['https://www.hrw.org/news/2024/12/05/ukraine-flawed-legislation-collaboration']
First Nations chiefs still debating new AFN-led child welfare reform deal with Ottawa after rejecting previous offers,Some chiefs are encouraging the AFN to negotiate a new deal while others say the money offered is needed in communities now,COOPERATE,AFN,,,,AFN,CAN,45.41117,-75.69812,1,2024-12-05 02:42:41,['www.theglobeandmail.com'],['https://www.theglobeandmail.com/canada/article-first-nations-chiefs-still-debating-new-afn-led-child-welfare-reform/']
Lao PM set to boost ties with Cambodia through official visit,"PHNOM PENH: Laos’ Prime Minister, Sonexay Siphandone, joins a delegation of high-ranking officials for an official visit to Cambodia starting Wednesday (Dec 4).",CONSULT,Laos,Cambodia,Q819,Q424,Cambodia,KHM,11.56245,104.91601,1,2024-12-05 02:07:00,['www.thestar.com.my'],['https://www.thestar.com.my/aseanplus/aseanplus-news/2024/12/05/lao-pm-set-to-boost-ties-with-cambodia-through-official-visit']
Trudeau suggests Poilievre is un-Canadian for not joining Team Canada on Trump tariffs,"Poilievre alleges that the Prime Minister, through his environmental and tax policies, is making it easier for Trump to divert business investment to the United States",SUPPORT,Poilievre,,,,Poilievre,CAN,45.41117,-75.69812,1,2024-12-05 02:04:30,['www.theglobeandmail.com'],['https://www.theglobeandmail.com/politics/article-trudeau-suggests-poilievre-is-un-canadian-for-not-joining-team-canada/']
Poilievre changes the channel to get back on message,"There’s nothing unusual about an opposition leader attacking the prime minister. But in this case, Mr. Poilievre’s amplification of Mr. Trump’s criticisms left the impression he’s willing to side with Mr. Trump against Canadian interests as long as it helps to attack Mr. Trudeau",REJECT,Poilievre Trump,Trump,,Q408352,Trump,,,,1,2024-12-05 01:43:53,['www.theglobeandmail.com'],['https://www.theglobeandmail.com/politics/opinion/article-poilievre-changes-the-channel-to-get-back-on-message/']
"Memphis police use excessive force and discriminate against Black people, DOJ says","The DOJ investigation also uncovered ""serious concerns"" about the police department's treatment of children, as well as deficiencies in training.",ASSAULT,Memphis,,Q4376240,,Black,USA,35.14953,-90.04898,2,2024-12-05 01:11:22,"['www.aol.com', 'www.cbsnews.com']","['https://www.aol.com/memphis-police-excessive-force-discriminate-011122750.html', 'https://www.cbsnews.com/news/memphis-police-discrimination-excessive-force-justice-department-report-tyre-nichols/']"
USA: Trump to appoint China critic Navarro as trade advisor,"Peter Navarro, a China hawk who served jail time for refusing to cooperate with an investigation into the January 6, 2021, attack on the Capitol, is set to return to the Trump White House.",REJECT,China,Capitol,Q148,Q224158,China,CHN,39.9075,116.39723,1,2024-12-05 01:10:55,['www.dw.com'],['https://www.dw.com/en/usa-trump-to-appoint-china-critic-navarro-as-trade-advisor/a-70965206']
Military drill explosion kills 12 soldiers in Vietnam,"HANOI: Twelve Vietnamese soldiers were killed in an explosion during a military drill, the defence ministry said late Wednesday (Dec 4).",ASSAULT,Vietnamese,Vietnam,,Q881,Vietnam,VNM,21.0245,105.84117,1,2024-12-05 01:06:00,['www.thestar.com.my'],['https://www.thestar.com.my/aseanplus/aseanplus-news/2024/12/05/military-drill-explosion-kills-12-soldiers-in-vietnam']
The Chinese hack that has Australia on high alert,"A notorious Chinese hacking group has stolen a vast amount of Americans’ metadata, and Australian officials are worried.",COERCE,Chinese,Americans,,Q463180,Americans,AUS,-35.28346,149.12807,1,2024-12-05 00:43:19,['www.theage.com.au'],['https://www.theage.com.au/technology/the-chinese-hack-that-has-australia-on-high-alert-20241205-p5kw0l.html']
VOA Exclusive: US House Speaker Mike Johnson speaks with Taiwan president,Every democratically elected Taiwan president has transited the United States,SUPPORT,US House,Taiwan,,Q865,United States,USA,54.9,-1.51667,1,2024-12-05 00:35:51,['www.voanews.com'],['https://www.voanews.com/a/voa-exclusive-us-house-speaker-mike-johnson-speaks-with-taiwan-president/7887888.html']
Mosul residents worry violence in Syria will spill into Iraq,"Residents and authorities in Mosul, Iraq, are concerned that a recent offensive by rebel groups in northwestern Syria could reignite fighting in Northwestern Iraq, an area controlled by Islamic State militants from 2014 to 2017. VOA’s Kawa Omar reports from Mosul. Bezhan Hamdard narrates the story.",ASSAULT,Syria,Northwestern Iraq,Q858,,Northwestern Iraq,SYR,33.5102,36.29128,1,2024-12-05 00:25:46,['www.voanews.com'],['https://www.voanews.com/a/mosul-residents-worry-violence-in-syria-violence-will-spill-into-iraq/7887874.html']
"Mexico announces largest fentanyl seizure in its history, amid US pressure","The government also revealed it had detained thousands of migrants, as it attempts to appease Trump’s border concerns.",COERCE,Trump,,Q408352,,Trump,,,,1,2024-12-05 00:24:52,['www.aljazeera.com'],['https://www.aljazeera.com/news/2024/12/5/mexico-announces-largest-fentanyl-seizure-in-its-history-amid-us-pressure']
Wanted criminal killed in shootout with police in Inanam,KOTA KINABALU: Police have shot dead another wanted criminal in a shootout at Inanam near here early on Thursday (Dec 5).,ASSAULT,Inanam,,Q769178,,Inanam,MYS,5.9749,116.0724,1,2024-12-05 00:13:00,['www.thestar.com.my'],['https://www.thestar.com.my/news/nation/2024/12/05/wanted-criminal-killed-in-shootout-with-police-in-inanam']
Removal of Treaty 6 flag in Barrhead a 'step backwards' for reconciliation: Grand Chief,Treaty No. 6 First Nations Grand Chief Cody Thomas says the removal of the Treaty 6 flag in municipalities is a “mistake” and a “step backwards” for reconciliation.,SANCTION,Treaty 6,,Q7836929,,Treaty 6,,,,1,2024-12-05 00:01:00,['edmonton.ctvnews.ca'],['https://edmonton.ctvnews.ca/removal-of-treaty-6-flag-in-barrhead-a-step-backwards-for-reconciliation-grand-chief-1.7134139']
"Israeli forces raid Palestinian hospital in West Bank, arrest injured patient","Forces enter Specialized Arab Hospital in Nablus, marking second such incident in 2 days",RETREAT,Israeli,Arab Hospital,,,Arab Hospital,PSE,32.22111,35.25444,1,2024-12-05 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/middle-east/israeli-forces-raid-palestinian-hospital-in-west-bank-arrest-injured-patient/3413664']
"Parigi,lungo corteo durante lo sciopero del settore pubblico","epa11758530 The cortege of demonstrators crosses the Seine river in front of the Ministry of Economy and Finance headquarters during a nationwide anti-government protest and strike called by public sector unions, in Paris, France, 05 December 2024. (ANSA)",PROTEST,Paris,,Q90,,Paris,FRA,48.85341,2.3488,1,2024-12-05 00:00:00,['www.ansa.it'],['https://www.ansa.it/sito/photogallery/primopiano/2024/12/05/parigilungo-corteo-durante-lo-sciopero-del-settore-pubblico_760cfe33-d510-40e4-a37e-f239306ce7cb.html']
Israel says opportunity available for prisoner swap deal with Hamas,Israeli foreign minister's statement comes amid media reports about Egyptian proposal for temporary cease-fire in Gaza,RETREAT,Israel,Hamas,Q801,Q38799,Hamas,,,,1,2024-12-05 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/middle-east/israel-says-opportunity-available-for-prisoner-swap-deal-with-hamas/3414484']
Zelenskyy signs decree imposing sanctions on 19 Georgian officials,"Among members of Georgia’s government sanctioned include Prime Minister Irakli Kobakhidze, honorary chairman of ruling Georgian Dream party",SANCTION,Georgian,,,,Georgian,GEO,41.69411,44.83368,1,2024-12-05 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/world/zelenskyy-signs-decree-imposing-sanctions-on-19-georgian-officials/3413999']
No genocide in Gaza says Tajani,"Deputy Premier and Foreign Minister Antonio Tajani said Thursday that, while he might not agree with how Israel is conducting its war against Hamas in Gaza, what is happening in the enclave does not amount to genocide. (ANSA)",MOBILIZE,Israel,Hamas,Q801,Q38799,Hamas,PSE,31.50161,34.46672,1,2024-12-05 00:00:00,['www.ansa.it'],['https://www.ansa.it/english/news/politics/2024/12/05/no-genocide-in-gaza-says-tajani_ceb7ef61-8b41-4879-bdfa-5425211bf8d0.html']
Mozambique’s deadly protests: how the country got here,The ongoing political crisis in Mozambique is rooted in history. Frelimo abandoned the path to true democracy 40 years ago and became increasingly repressive.,PROTEST,Mozambique,,Q1029,,Mozambique,MOZ,-15.03466,40.73447,1,2024-12-05 00:00:00,['theconversation.com'],['https://theconversation.com/mozambiques-deadly-protests-how-the-country-got-here-245052']
"UK premier pledges more police officers, 1.5M new homes, fixing NHS as part of 'Plan for Change'","'We will fix the foundations, repair the damage, reform government and rebuild Britain through the power of change,' says Keir Starmer",MOBILIZE,Keir Starmer,Britain,Q6383803,Q145,Britain,,,,1,2024-12-05 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/europe/uk-premier-pledges-more-police-officers-15m-new-homes-fixing-nhs-as-part-of-plan-for-change/3414216']
"International cases against Israel ‘not the end, but start of more to come’: Raji Sourani","‘We are heading to a new era where Israel will be very aware about any consequences in the future,’ says Palestinian human rights lawyer Raji Sourani",SANCTION,Israel,,Q801,,Israel,ISR,31.76904,35.21633,1,2024-12-05 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/middle-east/international-cases-against-israel-not-the-end-but-start-of-more-to-come-raji-sourani/3414084']
"White and Black activists worked strategically in parallel in Detroit 50 years ago, fighting for civil rights","As Detroit civil rights leaders in the 1960s deliberated how to harness white support for the movement, they struck upon an innovation that would strengthen the fight for civil rights across the US.",PROTEST,Detroit,,Q12439,,Detroit,USA,42.33143,-83.04575,1,2024-12-05 00:00:00,['theconversation.com'],['https://theconversation.com/white-and-black-activists-worked-strategically-in-parallel-in-detroit-50-years-ago-fighting-for-civil-rights-231351']
Theatre of Violence: The ICC’s landmark trial of a former child soldier,A Ugandan defence lawyer asks whether the International Criminal Court (ICC) is imposing a new form of colonialism.,SANCTION,International Criminal Court,,Q47488,,International Criminal Court,,,,1,2024-12-05 00:00:00,['www.aljazeera.com'],['https://www.aljazeera.com/program/witness/2024/12/5/theatre-of-violence-the-iccs-landmark-trial-of-a-former-child-soldier']
Georgian police drag away opposition leader amid political crisis,The leader of Georgia’s main opposition party was knocked to the ground and dragged away by police in Tbilisi.,ASSAULT,Tbilisi,Georgia,Q994,Q4962,Georgia,GEO,41.69411,44.83368,1,2024-12-05 00:00:00,['www.aljazeera.com'],['https://www.aljazeera.com/program/newsfeed/2024/12/5/georgian-police-drag-away-opposition-leader-amid-political-crisis']
Russia says warships arrive in China's Qingdao,Defense Ministry says naval group consisting of 4 warships to stay in port city until Dec. 9,AGREE,Russia,China,Q159,Q148,China,CHN,39.9075,116.39723,1,2024-12-05 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/world/russia-says-warships-arrive-in-chinas-qingdao/3414082']
"Egypt proposes temporary Gaza cease-fire, reopening of Rafah crossing: Israeli media","Proposal includes gradual release of hostages in exchange for Palestinian prisoners in Israeli jails, increase in aid flow, according to Israeli media",RETREAT,Palestinian,Israeli,,,Palestinian,PSE,31.50161,34.46672,1,2024-12-05 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/middle-east/egypt-proposes-temporary-gaza-cease-fire-reopening-of-rafah-crossing-israeli-media/3414004']
Vietnam suspends Temu for failure to register,"HANOI - The Chinese online retailer Temu has been told to suspend its operations in Vietnam after it failed to meet an end-November deadline for business registration, the trade ministry said on Thursday.",CONCEDE,Vietnam,Chinese,Q881,,Vietnam,VNM,21.0245,105.84117,1,2024-12-05 00:00:00,['www.bangkokpost.com'],['https://www.bangkokpost.com/business/general/2914691/vietnam-suspends-temu-for-failure-to-register']
Trump wants Gaza cease-fire in place before he takes office: Qatari premier,"US president-elect's team wants 'this to be resolved now — today even,' says Mohammed bin Abdulrahman bin Jassim al Thani",CONCEDE,US,Gaza,Q30,Q47492,Gaza,PSE,31.50161,34.46672,1,2024-12-05 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/middle-east/trump-wants-gaza-cease-fire-in-place-before-he-takes-office-qatari-premier/3413633']
Phuket unfazed by threats against Israelis,Israel,RETREAT,Israelis,Phuket,Q875556,Q182565,Phuket,THA,7.89059,98.3981,1,2024-12-05 00:00:00,['www.bangkokpost.com'],['https://www.bangkokpost.com/business/general/2914515/phuket-unfazed-by-threats-against-israelis']
Trump files to dismiss Ga. case after presidential win,President-elect Donald Trump’s legal team has filed a new motion over the Fulton County election interference case now that he’s set to become the nation’s 47th chief executive.,MOBILIZE,Donald Trump,Fulton,Q22686,,Fulton,USA,,,1,2024-12-04 23:51:55,['www.wrdw.com'],['https://www.wrdw.com/2024/12/04/trump-files-dismiss-ga-case-after-presidential-win/']
Police forces across Canada release updated list of most wanted fugitives,"The Be on the Lookout or BOLO campaign is out with the top 25 most wanted suspects in Canada. These are suspects in ongoing criminal investigations, identified as the most dangerous in the country. Eight suspects on the new list are wanted by Toronto police. As Chris Glover reports, police are hopeful a more advanced website using AI technology will help track some of them down.",COERCE,Canada,,Q16,,Canada,CAN,45.41117,-75.69812,1,2024-12-04 23:47:23,['www.cbc.ca'],['https://www.cbc.ca/player/play/video/9.6583366']
Two kindergarteners wounded and gunman dead after shooting at California religious school,Investigation is ongoing to determine whether suspected gunman had a connection to the California school,ASSAULT,California,,Q99,,California,,,,1,2024-12-04 23:41:37,['www.theglobeandmail.com'],['https://www.theglobeandmail.com/world/article-gunman-wounds-two-children-at-california-school-then-kills-self/']
US senators vow action after briefing on Chinese Salt Typhoon telecom hacking,There is growing concern about the size and scope of the reported Chinese hacking into US telecommunications networks,CONCEDE,US,Chinese Salt Typhoon,Q30,,Chinese,,,,1,2024-12-04 23:29:47,['www.voanews.com'],['https://www.voanews.com/a/us-senators-vow-action-after-briefing-on-chinese-salt-typhoon-telecom-hacking/7887625.html']
From VOA Russian: Experts address strategic context of situation in Kursk region,"An operation by Ukraine launched on August 6 captured dozens of towns and villages and gained control of about 1,000 square kilometers in Russia’s Kursk region. Gradually, Russia has pushed Ukrainian forces out of about half of the territory they captured. Our correspondent spoke to experts...",RETREAT,Ukrainian,,Q397251,,Kursk,RUS,51.73733,36.18735,1,2024-12-04 22:51:03,['www.voanews.com'],['https://www.voanews.com/a/from-voa-russian-experts-address-strategic-context-of-situation-in-kursk-region/7887575.html']
From VOA Creole: US deports 70 Haitian migrants amid uptick in gang violence,"Despite an uptick in gang violence, the United States on Tuesday deported 70 Haitians to Cap Haitien, in Haiti's north. The migrants returned to a chaotic situation as armed gangs continued to launch targeted attacks in their bid to control the capital, Port-au-Prince, forcing residents...",COERCE,Port,,,,Port,HTI,18.54349,-72.33881,1,2024-12-04 22:45:20,['www.voanews.com'],['https://www.voanews.com/a/from-voa-spanish-us-deports-70-haitian-migrants-amid-uptick-in-gang-violence-/7887612.html']
Complainant in Michael Thompson sex assault trial contradicts detail witness gave to police,"A woman accusing Toronto city councillor Michael Thompson of sexual assault said Thompson touched her inappropriately but denied telling another woman that he digitally penetrated her, contradicting a statement the defence said that witness made to police.",ACCUSE,Michael Thompson,,,,Toronto,CAN,43.70011,-79.4163,1,2024-12-04 22:33:00,['www.cbc.ca'],['https://www.cbc.ca/news/canada/toronto/michael-thompson-trial-1.7401380']
Head of Canada's diplomatic service holds interference briefing for foreign diplomats,The head of Canada's diplomatic service briefed international envoys on foreign interference last month as the intense focus on the issue across the country created confusion among some diplomats about where their work might cross the line from influence into meddling.,CONSULT,Canada,,Q16,,,,,,1,2024-12-04 22:24:00,['www.cbc.ca'],['https://www.cbc.ca/news/politics/canadian-diplomats-foreign-interference-1.7401433']
TPS propose $46.2M operational budget increase,The Toronto Police Service (TPS) is asking a 3.9 per cent increase or $46.2 million to its operating budget for next year.,MOBILIZE,The,,Q21121474,,,,,,1,2024-12-04 22:19:05,['www.cp24.com'],['https://www.cp24.com/local/toronto/2024/12/04/toronto-police-propose-462-million-budget-increase-for-2025/']
Donald Trump seeks to have Georgia election interference case thrown out,His attorney said the indictment accusing Trump of seeking to overturn the results of the 2020 US election should be dismissed now that he is set to return to office.,REJECT,Donald Trump,US,Q22686,Q30,US,GEO,41.69411,44.83368,1,2024-12-04 21:56:01,['www.thejournal.ie'],['https://www.thejournal.ie/donald-trump-seeks-have-georgia-election-interference-case-thrown-out-6563320-Dec2024/']
Legislative duties kept justice minister from Mount Pearl's safety meeting,"Justice Minister Bernard Davis is receiving some backlash after missing a public meeting to discuss community safety in Mount Pearl Tuesday evening, following a string of violent attacks in the city.",CONSULT,Mount Pearl,,Q1950648,,Mount Pearl,CAN,47.51659,-52.78135,1,2024-12-04 21:46:00,['www.cbc.ca'],['https://www.cbc.ca/news/canada/newfoundland-labrador/bernard-davis-mount-pearl-meeting-1.7401338']
B.C. nurses testify about ‘epidemic’ of workplace violence at Senate committee,"The union representing British Columbia's nurses took their concerns about an ""epidemic"" of violence against their colleagues to Ottawa on Wednesday.",ASSAULT,B,Senate,Q9705,,Senate,CAN,45.41117,-75.69812,1,2024-12-04 21:33:13,['globalnews.ca'],['https://globalnews.ca/news/10901724/bc-nurses-violence-senate/']
"Two USS George Washington sailors die days apart after reaching Japan, Navy says","Two sailors assigned to the USS George Washington died within days of each other shortly after the aircraft carrier arrived in Japan, officials and family members said.",COOPERATE,USS George Washington,,Q2151844,,USS George Washington,JPN,35.6895,139.69171,1,2024-12-04 21:19:14,['www.nbcnews.com'],['https://www.nbcnews.com/news/military/two-uss-george-washington-sailors-die-japan-rcna182869']
Coalition says government selling out Israel at UN,"The Federal opposition has accused the government of ""selling out"" Israel in order to win votes, by supporting a UN resolution demanding Israel withdraw from Gaza.",REJECT,UN,Israel,Q1065,Q801,Israel,ISR,31.76904,35.21633,1,2024-12-04 20:00:00,['www.abc.net.au'],['https://www.abc.net.au/listen/programs/am/coalition-says-government-selling-out-israel-at-un/104687328']
‘Critical make or break time’: Calls intensify for Ottawa to end to postal strike,Calls are intensifying for Ottawa to step in and end the nearly-3-week-old strike by Canada's unionized postal workers.,CONCEDE,Ottawa,,Q1930,,Canada,CAN,45.41117,-75.69812,1,2024-12-04 19:36:46,['globalnews.ca'],['https://globalnews.ca/news/10902120/calls-intensify-postal-strike/']
Edmonton man apologizes in wrong-way crash that killed Toronto woman,The man responsible for a crash that killed a Toronto woman last year faced her family in court on Tuesday.,ACCUSE,Toronto,Toronto,Q172,Q172,Toronto,CAN,43.70011,-79.4163,1,2024-12-04 19:31:08,['edmonton.ctvnews.ca'],['https://edmonton.ctvnews.ca/edmonton-man-apologizes-in-wrong-way-crash-that-killed-toronto-woman-1.7133651']
Lawmakers see ‘bad guys on both sides’ in Syria offensive,"Senators on both sides of the aisle are holding back from cheering rebel gains against Syrian President Bashar Assad, following a lightning offensive over the weekend led by Hayat Tahrir al-Sham (HTS), a U.S.-designated terrorist group. HTS’s surprise capture of Syria’s second-largest city, Aleppo, and large swaths of territory in the northwest over a few days…",ASSAULT,Syria,,Q858,,Syria,SYR,33.5102,36.29128,1,2024-12-04 19:03:23,['www.aol.com'],['https://www.aol.com/lawmakers-see-bad-guys-both-190323696.html']
Erdogan has interests in Syria's reignited war,The 13-year civil war in Syria has flared up once again. What role is Turkey playing? And what are President Recep Tayyip Erdogan's aims in neighboring Syria?,COOPERATE,Syria,,Q858,,Syria,SYR,33.5102,36.29128,1,2024-12-04 18:37:33,['www.dw.com'],['https://www.dw.com/en/recep-tayyip-erdogan-has-interests-in-syrias-reignited-war/a-70962033']
2 kindergarteners wounded in Northern California school shooting remain in critical condition after surgery,"The two kindergarten students who were wounded in a school shooting in the Northern California community of Palermo remain in critical condition after a successful surgery on Friday, the Butte County Sheriff's Office said.",ASSAULT,Northern California,,Q1066807,,Northern California,ITA,38.1166,13.3636,1,2024-12-04 17:13:00,['www.cbsnews.com'],['https://www.cbsnews.com/news/palermo-butte-county-feather-river-school-shooting/']
"China won’t step in to end the war in Ukraine, warns Lithuanian FM",Gabrielius Landsbergis told POLITICO there is little chance of China becoming a “guarantor of peace.”,SANCTION,China,Ukraine,Q148,Q212,China,CHN,39.9075,116.39723,1,2024-12-04 17:02:27,['www.politico.eu'],['https://www.politico.eu/article/china-russia-war-in-ukraine-lithuanian-foreign-minister-gabrielius-landsbergis-security/']
"Xi plans visit to Malaysia next year, says ministry","CHINA’S President Xi Jinping has expressed interest in visiting Malaysia next year, says the Foreign Ministry.",AGREE,Xi,Malaysia,,Q833,Malaysia,MYS,3.1412,101.68653,1,2024-12-04 16:00:00,['www.thestar.com.my'],['https://www.thestar.com.my/news/nation/2024/12/05/xi-plans-visit-to-malaysia-next-year-says-ministry']
M’sians vigilant post-martial law lift,"PETALING JAYA: Although the shock imposition of martial law has been lifted in South Korea, Malaysians there remain vigilant to any developments while calm has returned.",ASSAULT,South Korea,,Q884,,South Korea,KOR,37.566,126.9784,1,2024-12-04 16:00:00,['www.thestar.com.my'],['https://www.thestar.com.my/news/nation/2024/12/05/msians-vigilant-post-martial-law-lift']
Defence Ministry takes quick steps against bullying,"KUALA LUMPUR: The Defence Ministry will make every effort to stop bullying and the culture of abuse at Universiti Pertahanan Nasional Malaysia (UPNM) immediately, says Datuk Seri Mohamed Khaled Nordin.",ACCUSE,The,KUALA LUMPUR,Q21121474,,KUALA LUMPUR,MYS,3.1412,101.68653,1,2024-12-04 16:00:00,['www.thestar.com.my'],['https://www.thestar.com.my/news/nation/2024/12/05/defence-ministry-takes-quick-steps-against-bullying']
Philippine laws up tension on South China Sea,"New laws specifying Manila's claims have also angered smaller countries such as Malaysia, which could hamper unified resistance to China's attempts at regional dominance.",SANCTION,Manila,Malaysia,Q1461,Q833,Malaysia,MYS,3.1412,101.68653,1,2024-12-04 14:48:27,['www.dw.com'],['https://www.dw.com/en/maritime-laws-in-philippines-up-tension-on-south-china-sea/a-70957095']
French lawmakers oust Barnier government in no-confidence vote,"President Macron expected to address nation Thursday evening, reportedly wants to nominate new prime minister within 24 hours",REJECT,French,Barnier,,Q21475444,Barnier,,,,1,2024-12-04 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/europe/french-lawmakers-oust-barnier-government-in-no-confidence-vote/3413597']
NATO boss calls for much higher defence spending to counter Russia,BRUSSELS: NATO chief Mark Rutte warned the US-led transatlantic alliance on Thursday (Dec 12) that it was not ready for the threats it would face from Russia in the coming years and called for a sh,COOPERATE,US,,Q30,,Russia,RUS,55.75222,37.61556,1,2024-12-04 00:00:00,['www.channelnewsasia.com'],['https://www.channelnewsasia.com/world/nato-boss-calls-much-higher-defence-spending-counter-russia-4803921']
Gang violence shutdown Haiti’s main airport. That hasn’t stopped U.S. deportation flights,"Haiti’s second-largest city, Cap-Haïtien, has the only airport in the country open to international commercial air travel. But getting in and out of the northern city has for weeks now been nearly impossible.",COERCE,U,,Q9747,,U,,,,1,2024-12-03 23:56:37,['news.yahoo.com'],['https://news.yahoo.com/news/gang-violence-shutdown-haiti-main-235637563.html']
"Jammu and Kashmir: Security forces gun down terrorist who was involved in killing of doctor, workers in Ganderbal",Security forces gun down terrorist Junaid Ahmed Bhat during Jammu and Kashmir encounter. | One of India's leading Digital News Agency offering Breaking News round the clock. Why not read our informative news portal today.,ASSAULT,Ganderbal,,Q2308228,,Breaking News,IND,28.63576,77.22445,1,2024-12-03 23:27:36,['www.indiablooms.com'],['https://www.indiablooms.com/news-details/N/101343/jammu-and-kashmir-security-forces-gun-down-terrorist-who-was-involved-in-killing-of-doctor-workers-in-ganderbal.html']
"Si Yi Chen, Michael Czugaj, Tan Duc Thanh Nguyen, Matthew Norman, Scott Rush, Martin Stephens could return home",The remaining five Australians from the Bali Nine group who are serving life sentences for drug smuggling i...,RETREAT,Si Yi Chen,Australians,Q16223596,Q1318423,Si Yi Chen,,,,1,2024-12-03 22:45:48,['www.9news.com.au'],['https://www.9news.com.au/world/bali-nine-update-si-yi-chen-michael-czugaj-tan-duc-thanh-nguyen-matthew-norman-scott-rush-martin-stephens-could-return-home/9b64fac3-4079-407c-9407-df5e894cff47']
Japan to offer defense equipment to four nations,"Japan plans to provide defense equipment and other support to the Philippines, Indonesia, Mongolia and Djibouti under its Official Security Assistance program for fiscal 2024, government sources said.",COOPERATE,Japan,,Q17,,Japan,JPN,35.6895,139.69171,1,2024-12-03 18:47:00,['www.asahi.com'],['https://www.asahi.com/ajw/articles/15534793']
Bangladesh court defers Hindu leader's bail hearing as tensions with India spike,"A court in southeastern Bangladesh on Tuesday rescheduled a bail hearing for a jailed prominent Hindu leader who led large rallies in the Muslim-majority country demanding better security for minority groups. Krishna Das Prabhu, who was arrested in Bangladesh’s capital, Dhaka, last week, faces charges of sedition after he led huge rallies in the southeastern city of Chattogram. Hindu groups say there have been thousands of attacks against Hindus since early August, when the secular government of Prime Minister Sheikh Hasina was overthrown.",MOBILIZE,Hindu,Muslim,Q10090,Q47740,Muslim,BGD,23.7104,90.40744,1,2024-12-03 17:56:22,['www.aol.com'],['https://www.aol.com/news/bangladesh-court-reschedules-hindu-leaders-104220047.html']
